0,1,2,3,4
IQ:3,24,11,-22,-163
IQ:4,32,11,-163,41
IQ:5,40,11,47,152
IQ:6,48,11,167,-55
IQ:7,56,11,-65,-137
IQ:8,72,12,218,26
IQ:9,80,255,28,-90
IQ:10,88,1,-92,188
IQ:11,96,255,103,105
IQ:12,104,2,-49,-89
IQ:13,112,255,-123,-20
IQ:14,120,10,-71,-9
IQ:15,128,255,-31,22
IQ:16,136,3,-127,-39
IQ:17,144,255,-125,21
IQ:18,152,9,-153,24
IQ:19,160,255,-37,69
IQ:20,168,4,-86,-42
IQ:21,176,255,-88,55
IQ:22,184,8,-62,6
IQ:23,192,255,18,-36
IQ:24,200,7,-12,-220
IQ:25,208,255,-141,-44
IQ:26,216,6,45,73
IQ:27,224,255,-7,-5
IQ:28,232,5,-110,154
IQ:29,240,255,44,186
IQ:30,248,12,43,208
IQ:31,256,255,83,-1
IQ:32,264,1,-194,-25
IQ:33,272,255,-30,130
IQ:34,280,2,72,-99
IQ:35,288,255,-19,-141
IQ:0,0,11,-114,-103
IQ:1,8,11,-102,125
IQ:2,16,11,124,81
IQ:3,24,11,76,-147
IQ:4,32,11,-140,-51
IQ:5,40,11,-47,153
IQ:6,48,11,150,42
IQ:7,56,11,11,-165
IQ:8,72,12,156,140
IQ:9,80,255,66,-60
IQ:10,88,1,-172,96
IQ:11,96,255,55,140
IQ:12,104,2,2,-108
IQ:13,112,255,-102,-67
IQ:14,120,10,-61,-47
IQ:15,128,255,-34,-5
IQ:16,136,3,-84,-99
IQ:17,144,255,-136,-43
IQ:18,152,9,-143,-60
IQ:19,160,255,-61,37
IQ:20,168,4,-72,-71
IQ:21,176,255,-101,14
IQ:22,184,8,-62,-23
IQ:23,192,255,22,-18
IQ:24,200,7,109,-182
IQ:25,208,255,-122,-102
IQ:26,216,6,15,74
IQ:27,224,255,-12,6
IQ:28,232,5,-179,77
IQ:29,240,255,-56,199
IQ:30,248,12,-77,195
IQ:31,256,255,70,31
IQ:32,264,1,-165,-114
IQ:33,272,255,-119,97
IQ:34,280,2,101,-43
IQ:35,288,255,57,-140
IQ:0,0,11,152,-89
IQ:1,8,11,-103,-144
IQ:2,16,11,-128,120
IQ:3,24,11,124,120
IQ:4,32,11,117,-129
IQ:5,40,11,-150,-108
IQ:6,48,11,-95,151
IQ:7,56,11,160,73
IQ:8,72,12,-175,70
IQ:9,80,255,-23,152
IQ:10,88,1,12,-19
IQ:11,96,255,3,-50
IQ:12,104,2,46,-62
IQ:13,112,255,18,-15
IQ:14,120,10,129,7
IQ:15,128,255,44,-135
IQ:16,136,3,-36,-151
IQ:17,144,255,-23,9
IQ:18,152,9,190,-61
IQ:19,160,255,13,-204
IQ:20,168,4,-101,-114
IQ:21,176,255,-39,32
IQ:22,184,8,153,-116
IQ:23,192,255,-31,-96
IQ:24,200,7,147,130
IQ:25,208,255,178,-61
IQ:26,216,6,42,-82
IQ:27,224,255,-79,-86
IQ:28,232,5,-116,-64
IQ:29,240,255,-69,-4
IQ:30,248,12,-149,-132
IQ:31,256,255,-152,54
IQ:32,264,1,15,-1
IQ:33,272,255,40,-18
